name,sub_head,view_count,tel,tag,info,address,Latitude,Longitude
그랜드 인터컨티넨탈 서울 파르나스,테헤란로 중심에서 만나는 True Hospitality,1800,02-555-5656,"강남구, 서울숙소, 서울호텔, 숙박, 숙박쿠폰, 코엑스, 호캉스, 호캉스즐기기, 호텔","가장 진보된 서울을 만날 수 있는 테헤란로의 중심에 위치한 그랜드 인터컨티넨탈 서울 파르나스는 30년의 호텔 경영 노하우와 서비스 경험을 기반으로 True Hospitality를 선보인다. 2020년 외관 및 객실 전면 리모델링을 통해 한국의 전통적인 아름다움을 현대적으로 재해석한 550개의 객실을 만나볼 수 있으며 탁 트인 통창으로 강남의 환상적인 전경을 한 자리에서 감상할 수 있다. 34층 최고층에 위치한 클럽 인터컨티넨탈은 서비스 품격을 리딩하는 프라이빗 라운지로서 섬세하고 정교한 서비스를 추구한다.
국내 특 1급 호텔 중 최대 규모와 최신 시설을 갖춘 그랜드 볼룸 및 15개 연회장에서 고품격 프라이빗 웨딩, 가족모임은 물론 중소 규모의 회의와 대규모 컨벤션까지 다목적 행사를 진행할 수 있다. 또한 세계적인 레스토랑 어워드를 수상한 정통 일식부터 중식까지 5개의 레스토랑에서 세계의 다양한 맛을 각 분야별 수석 셰프들의 노하우와 엄선된 식재료로 탄생한 맛과 서비스를 만날 수 있다.",서울특별시 강남구 테헤란로 521,37.5090474,127.060893
예본의 집[한국관광 품질인증/Korea Quality],단독주택에서 경험하는 한국식 홈스테이형 숙박업소,1800,010-3908-1617,"게스트하우스, 서울게스트하우스, 서울숙소, 서울여행, 취사가능, 품질인증업소_전체보기, 한국관광품질인증, 한국관광품질인증_게스트하우스","예본의집은 단독주택으로, 1층 전체를 게스트하우스로 운영한다. 방 2개와 거실, 주방시설, 화장실 2개를 포함한 공간이 하나의 객실로 제공되어 만족도가 높아, 해외 교포나 캐나다, 미국, 러시아, 네덜란드 등 다양한 나라의 여행객이 즐겨 방문한다. 곳곳에 배치한 100년이 넘은 고가구, 자개장, 손뜨개질 덮개 등은 한국의 멋과 문화를 전하고 있다. 강남에 위치하고 있어 교통편이 좋다.",서울특별시 강남구 개포로118길 64,37.4948862,127.0848041
하은재 [한국관광 품질인증/Korea Quality],영화와 쉼을 추구하는 한옥,1800,0504-0904-2414,"독채한옥, 서울숙소, 서울여행, 서울한옥, 취사가능, 품질인증업소_전체보기, 한국관광품질인증, 한국관광품질인증_한옥, 한옥","하은재는 서울 경복궁 서쪽 서촌에 위치한 독채 한옥스테이로, 영화와 쉼을 추구한다. 숙소는 퀸사이즈 침대가 있는 침실, 주방, 영화실, 화장실 2개로 구성되어 있다. 영화실에는 ‘보스’ 스피커와 빔프로젝터, 스크린이 있다. 이동 가능한 족욕기는 보너스다. 주방에서 간단한 조리도 가능하다. 주중 2박 이상 숙박 시 숙박비를 10% 할인해주고, 3박 이상 숙박 시 수건교체와 청소서비스를 제공한다. 경복궁, 삼청동 등 주요 관광지가 가깝다.",서울특별시 종로구 자하문로 68-10,37.5818875,126.9712659
예린당 바이 버틀러리,서울 도심 속 한옥호텔,1700,02-1544-5931,"7월_발도장이벤트_이달의추천여행지, 가볼래터, 도심속한옥, 서울, 서울숙소, 숙박, 여행구독, 한옥","버틀러리는 서울 도심 속 20여채의 한옥호텔을 운영 중인 프리미엄 한옥스테이 브랜드이다. 깨끗하게 리모델링 된, 한국의 멋이 가득 담긴 한옥에서 특별한 하루를 보낼 수 있다. 사랑채, 별채 그 사이에 마당. 전통 한옥의 전형적인 소규모 한옥의 공간 구조를 고스란히 담고 있는 예린당 바이 버틀러리이다. 거실의 넓은 소파에 앉아서 혹은 침실의 큰 창으로 바라보는 마당의 풍경은 바라만 보아도 마음에 편안함을 준다. 볕이 좋은 날에는 한옥의 창살을 활용해 한옥의 정취를 더하고, 비가 오는 날에는 별채의 대형 욕조에 몸을 담그고 마당에 떨어지는 비를 보며 깊은 휴식을 느낄 수 있다. 서촌의 핫플 거리 뒷골목에 숨어있는 예린당에 들어오면 현실을 살짝 빗겨나가 나른한 시간 속 고민과 걱정을 비워낼 수 있다. 아름답게 리모델링 된 현대적인 한옥스테이 예린당을 추천한다. 비오는 날 자쿠지에서 폴딩도어를 열고 연인과 함께 편안한 휴식을 즐길 수 있다. 선선한 날에는 마당가에 걸터 앉아 와인 한 잔 하는 것도 즐겁다.",서울특별시 종로구 자하문로5가길 17-8,37.5782334,126.970422
담소정[한국관광 품질인증/Korea Quality],웃음이 가득한 한옥 게스트하우스,1700,010-2053-9701,"가족여행에좋은, 게스트하우스담소정, 담소정, 담소정게스트하우스, 담소정한옥, 대중교통으로갈수있는, 맛있는조식이있는, 북촌한옥마을, 서울숙소, 서울추천숙소, 서울품질인증숙소, 숙박, 숙소, 예쁜한옥숙소, 우수숙소, 인증숙소, 전통체험, 주변즐길거리가많은, 추천숙박, 품질인증게스트하우스, 품질인증숙소, 품질인증한옥, 한국관광품질인증, 한국관광품질인증업소, 한옥, 한옥숙소","서울 종로 북촌에 위치한 담소정은 200년 된 경주 육송을 사용하고 진흙을 발라 지은 고급 한옥 게스트하우스다. 광목 색동이불이 침구로 제공되고, 진품 도자기와 옻칠 장인이 만든 그림, 반닫이 등 갤러리 못지 않은 소장품을 곳곳에 두었으며, 외국인 손님을 위한 홈바도 있어, 외국대사 등 VIP가 많이 다녀간다. 조식으로 연잎밥과 유기농 채소로 만든 반찬이 제공되고, 서예와 부채만들기 체험도 진행되고 있다.",서울특별시 종로구 북촌로9길 16-2,37.5813816,126.984335
시은재[한국관광 품질인증/Korea Quality],옛날 분위기를 그대로 간직한 한옥,1700,010-5355-3029,"서울숙소, 서울여행, 서울한옥, 취사가능, 품질인증업소_전체보기, 한국관광품질인증, 한국관광품질인증_한옥, 한옥","서울 종로구 경운동에 자리한 시은재는 대를 이어 지켜온 한옥으로, 얼핏 봐도 오랜 세월을 느낄 수 있다. 안방과 별채, 작은방 3개 객실을 운영하는데, 안방에는 유일하게 거실이 있다. 객실마다 화장실을 갖췄고, 공용 주방시설엔 각종 주방용품과 세탁기를 구비했다. 개별 객실 숙박은 물론 시은재 전체를 빌릴 수도 있다. 종로구에 위치해 주변 관광지로의 이동이 편리하고, 자차 이용시 공용주차장을 이용해야 한다.",서울특별시 종로구 삼일대로 439,37.573717,126.987206
멀티스페이스 곳 [한국관광 품질인증/Korea Quality],서울에서 느끼는 한옥의 운치,1700,010-3255-1289,"서울숙소, 서울여행, 서울한옥, 조식가능, 품질인증업소_전체보기, 한국관광품질인증, 한국관광품질인증_한옥, 한옥","서울 종로구 계동에 위치한 복합한옥공간 곳은 한국 전통과 현대의 감각이 모두 살아 숨 쉬는 곳이다. 마당에는 80년 이상 된 산수유나무와 작은 정원이 있어 사계절 다양한 모습을 볼 수 있다. 친환경적인 삶을 지향하기 위해 소모품 및 조식을 친환경으로 제공한다. 근처에 고궁, 국립현대미술관 등 주요 관광지와 카페가 많다.",서울특별시 종로구 계동길 52-11,37.5797001,126.9873574
케이팝호텔 서울역점,장기 투숙객 환영! 서울역 바로 앞 호텔,1600,02-773-2500,"경복궁, 공동주방이있는, 남산공원, 대중교통으로갈수있는, 서울숙소, 서울추천숙소, 숙박, 숙소, 숭례문, 우수숙소, 우수숙소, 의류세탁가능, 인사동, 인증숙소, 주요관광명소와가까운, 추천숙박, 케이팝호텔서울역점, 한국관광품질인증, 한국관광품질인증업소, 혼자가도좋은","케이팝호텔 서울역점은 지하철 1호선과 4호선 서울역 10번 출구에서 도보로 2분이면 도착한다. 주변 유명 관광지를 돌아보기에 편한 위치로, 숭례문은 걸어서 약 10분, 남산공원은 15분 소요되며 경복궁까지 차로 10분, 인사동까지 차로 12분이면 도착한다. 24시간 운영하는 프런트에서는 고객의 편의를 위한 익스프레스 체크인과 체크아웃 서비스와 공용 금고 서비스를 제공한다. 스탠더드 더블룸과 트윈룸, 패밀리룸을 갖춰 비즈니스 고객부터 친구, 연인, 가족 여행객까지 이용 가능하다. 모든 객실에는 에어컨과 케이블/위성 채널, 평면 TV 및 헤어드라이어를 완비했으며 무료 공용 와이파이(WiFi)를 제공한다. 부대시설로는 루프트톱 테라스와 카페 공간이 있고 조식을 제공하는 카페에는 공용 주방과 PC, 세탁기를 갖췄다. 주차장 이용 시 사전 문의를 하면 좀 더 편하고 빠른 서비스를 받을 수 있다.",서울특별시 중구 후암로60길 17,37.5547935,126.9741953
풍경[한국관광 품질인증/Korea Quality],아담하지만 아늑한 한옥,1500,010-7103-6993,"서울숙소, 서울여행, 서울한옥, 조식가능, 취사가능, 품질인증업소_전체보기, 한국관광품질인증, 한국관광품질인증_한옥, 한옥","풍경은 성균관 바로 맞은 편에 위치해있는 한옥체험 게스트하우스로, 푸른 소나무가 그려진 외벽이 멋스럽다. 외국인을 위한 배려로 침대 객실이 있고 주방에 식탁도 배치했다. 조식은 기본 토스트류가 제공되고, 2일 이상 머물거나 또는 희망하는 손님들에게 간단하고 정갈한 한식을 제공한다. 동절기에는 주인이 직접 끓인 전통차도 맛볼 수 있다.",서울특별시 종로구 성균관로 32-6,37.585656,126.9972306
혜화1938 [한국관광 품질인증/Korea Quality],고급스러운 샹들리에와 한옥의 조화,1500,02-765-8542,"독채한옥, 서울숙소, 서울여행, 서울한옥, 취사가능, 품질인증업소_전체보기, 한국관광품질인증, 한국관광품질인증_한옥, 한옥","서울 명륜동에 위치한 혜화1938은 80년된 한옥을 개조한 숙소로, 한옥 정취와 아늑한 객실 분위기를 유지하며 리모델링을 통해 객실의 크기를 넓혔다. 1930년대 부잣집의 분위기를 물씬 느낄 수 있을 만큼 고급스러운 샹들리에와 현대식 가구 및 가전이 조화를 이룬다. 창으로 보이는 마당에는 산수유와 매화 등 계절별로 알록달록한 나무가 자리잡고 있고, 모서리와 하수구 등의 공간도 세심하게 정돈해놓았다.",서울특별시 종로구 성균관로16길 7,37.589632,126.9986778
써미트 호텔 서울,쾌적한 객실과 최고의 서비스를 제공하는 호텔,1500,02-2285-0540,"서울숙소, 서울여행, 서울호텔, 숙박, 연인과함께, 중구, 휴식공간, 휴식하기좋은곳, 힐링여행","2013년 9월에 개관한 The Summit Hotel Seoul은 지상 9층, 지하 3층의 건물 규모로 190개 객실이 Standard, Deluxe, Royal로 구성되어 있으며 역사와 문화가 공존하는 서울의 중심지인 동대문역사문화공원역에 위치한 비즈니스호텔로써 쾌적한 객실 환경 및 일일 객실 정비 서비스, 24시간 운영 프런트 등의 서비스를 함께 제공하고 있다. 지하철 2,3,4,5호선과 인접하여 출구에서 호텔입구까지 도보로 이동이 가능하며 김포공항 및 인천공항 리무진버스가 이동의 편의를 도모한다. 로비에 위치한 커피숍과 다양한 부대시설은 고객의 미팅성공과 여행의 편의를 위한 최적의 장소가 될 것이다.",서울특별시 중구 장충단로 198,37.562247,127.0068869
인우하우스[한국관광 품질인증/Korea Quality],"한옥을 몸소 체험하고자 한다면, 이곳으로!",1400,02-742-1115,"서울숙소, 서울여행, 서울한옥, 숙박, 조식가능, 품질인증업소_전체보기, 한국관광품질인증, 한국관광품질인증_한옥, 한옥","서울 종로 계동 골목에 위치한 인우하우스는 전통한옥으로, 각 방에 전용화장실을 갖추고 있다. 처마 아래 제비집이 있어 해마다 봄이면 제비 가족이 찾아오는 것이 이 집의 자랑이다. 전통문화 체험을 위해 전통한지공예, 전통매듭 팔찌 만들기, 부채꾸미기 등의 다양한 프로그램을 제공하고 있다. 인근에 식당, 카페, 편의점 등이 있어 편리하고, 경복궁, 창덕궁, 인사동, 삼청동 등도 도보로 이동하기 좋다.",서울특별시 종로구 계동6길 9,37.5826375,126.9871187
롯데시티호텔 명동,을지로와 명동 방문 후 호캉스 하기 좋은 호텔,1400,02-6112-1000,"롯데시티호텔, 롯데시티호텔명동, 명동호텔, 서울숙소, 숙박, 중구, 호텔","롯데시티호텔명동은 서울 시내 비즈니스와 쇼핑의 중심지인 명동과 서울의 오아시스인 청계천 사이에 위치하고 있으며, 27층 규모의 탁 트인 전망과 430의 객실과 뷔페 레스토랑, 미팅룸, 피트니스 등을 갖춘 프리미엄 비즈니스호텔이다.
성공적인 비즈니스와 만족스런 여행을 위한 최고의 실용성과 차별화된 서비스, 합리적인 가격으로 비즈니스 고객과 레저여행객 모두에게 잊지 못할 추억을 선사한다.",서울특별시 중구 삼일대로 362,37.5669364,126.988076
북촌마루한옥게스트하우스 [한국관광 품질인증/Korea Quality],새로운 인연이 기대되는 한옥 게스트하우스,1400,010-3253-8751,"서울숙소, 서울여행, 서울한옥, 숙박, 조식가능, 품질인증업소_전체보기, 한국관광품질인증, 한국관광품질인증_한옥, 한옥","북촌 마루 한옥게스트하우스는 서울 종로 북촌2경과 3경 사이 언덕에 위치한 2층 한옥이다. 아침에는 간편 한식 아침상을 즐기며 여러 나라 손님들과 이야기꽃을 피울 수 있고, 저녁에는 북촌마을에서 유일하게 있는 한옥 테라스에서 서울 시내 야경을 한눈에 볼 수 있다. 안국역에서 가까워 교통이 편리하고, 인근에 북촌 8경, 궁궐, 인사동, 청와대 등 주요 관광지가 있다.",서울특별시 종로구 창덕궁길 152,37.5831871,126.987524
연우하우스[한국관광 품질인증/Korea Quality],북촌한옥마을을 내려다보며 힐링~,1400,02-742-1115,"마운틴뷰, 서울숙소, 서울여행, 서울한옥, 숙박, 조식가능, 품질인증업소_전체보기, 한국관광품질인증, 한국관광품질인증_한옥, 한옥","""전통 한옥인 연우하우스는 서울 종로 북촌 한옥마을에 위치하여 조용하고 아늑하다.
아담한 두 개의 객실이 준비되어 있고, 객실에는 욕실을 갖추고 있다. 사다리를 타고 지붕으로 올라가서 보는 북촌 한옥마을의 전경이 일품이다. 오래된 한옥이기에 위생관리에 세심한 주의를 기울이고 있다. 인근에 경복궁, 청경궁, 창덕궁 등 서울 명소가 있다.""",서울특별시 종로구 북촌로12길 5-13,37.5823721,126.9853399
라마다 호텔앤스위트 서울남대문[한국관광 품질인증/Korea Quality],반려견과 함께하는 서울 나들이,1300,02-775-7000,"서울숙소, 서울여행, 서울호텔, 시티뷰, 애견동반숙소, 조식가능, 취사가능, 품질인증업소_전체보기, 한국관광품질인증, 한국관광품질인증_호텔, 호텔","라마다 호텔앤스위트 서울 남대문은 서울 중심부인 중구 순화동에 위치한다. 서울역과 시청역이 가까워 교통이 편리하고, 남대문시장, 명동, 광화문, 덕수궁 등 서울 주요 관광지를 도보로 즐길 수 있다. 주로 외국인 관광객과 호캉스 손님이 즐겨 찾는다. 다양한 고객층을 고려하여 여러 타입의 객실과 비즈니스센터, 레스토랑, 카페, 지하상가 등 편의시설을 운영한다. 반려견 동반 입실이 가능하나 별도 비용이 발생한다.",서울특별시 중구 칠패로 27,37.5601765,126.9720654
57명동호스텔[한국관광 품질인증/Korea Quality],"전 세계 여행자가 모이는 곳, 다양한 문화 교류의 공간",1300,"02-778-8835, 010-3262-3503","서울숙소, 서울여행, 서울호텔, 시티뷰, 조식가능, 품질인증업소_전체보기, 한국관광품질인증, 한국관광품질인증_호텔, 호텔","서울 중구 명동에 위치한 57명동호스텔은 호스텔 이름이 그대로 주소이기 때문에 기억하기 쉽다. 공항버스 하차 후 도보 5분, 명동역 도보 3분 거리에 있어 인근 관광지로의 이동이 매우 편리하고, 명동 쇼핑타운과도 가깝다. 싱글룸(개별욕실)이 있어 혼자 여행하거나 출장 온 사람에게도 인기가 많다. 조식과 커피, 차를 무료 제공하고 미니세탁기도 무료 이용이 가능하며, 각종 관광지와 문화공연 안내/예약 서비스도 제공하고 있다.",서울특별시 중구 명동2길 57,37.5609967,126.9834441
