name,sub_head,view_count,tel,tag,info,address,Latitude,Longitude
마복림원조할머니집떡볶이,,2300,02-2232-8930,"떡볶이, 마복림떡볶이, 맛집, 서울맛집추천, 신당동맛집, 음식",마복림원조할머니집떡볶이는 50년 동안 이어온 분식 전문점이다. 오랜 시간 자리를 지켜온 만큼 전통의 맛과 떡볶이 대표 브랜드로 유명하다. 이곳의 떡볶이 양념 비법은 춘장 베이스의 감칠맛이 좋다고 한다.,서울특별시 중구 다산로35길 5,37.5632072,127.0150984
석파랑,정성 가득한 궁중음식,2200,02-395-2500,"건강식맛집, 건강여행, 궁중수라, 남녀노소, 만세, 맛집, 부모님과함께, 석파, 수복, 음식, 전통음식, 정성가득, 종로구, 진연, 진찬, 한정식, 힐링여행","석파랑은 조선왕조의 마지막 왕, 고종의 아버지로 한 시대를 누렸던 흥선대원군이 별장 ‘석파정’의 사랑채를 고스란히 옮겨와 지은 곳이다. 권세가의 아름다운 별장답게 석파랑의 대문을 들어서면 조선 말기 양식의 정원과 세 채의 고풍스러운 한옥이 눈앞에 펼쳐진다. 석파랑의 궁중 한식은 엄선된 식재료와 직접 담근 장으로 한층 더 정성의 기품을 더했으며, 또 전국 각지의 장인들이 만든 전통주를 함께 맛볼 수 있다.",서울특별시 종로구 자하문로 309,37.5992545,126.9588461
필동면옥,깔끔한 맛의 평양냉면뿐만 아니라 속이 꽉 찬 만두와 질 좋은 편육도 인기가 좋은 '필동면옥',2000,02-2266-2611,"냉면, 냉면, 맛집, 비빔냉면, 서울중구맛집, 서울특별시, 음식, 접시만두, 제육담백한_맛, 중구",대체로 북쪽 지방의 음식은 담백함이 그 특징이다. 특히 평양냉면은 함흥냉면과 달리 담백한 맛이 좋다. 그래서 필동면옥의 냉면은 화학 조미료에 익숙해진 입에는 다소 생소한 맛일 수 있지만 자극적이지 않고 순한맛을 좋아하는 사람들에게는 더 없는 별미라 할 수 있다. 진하고 깔끔한 육수의 맛은 쫄깃한 면발과 잘 어우러져 냉면의 맛을 더해준다. 속이 꽉 차고 먹음직스러운 평양식 만두도 필동면옥을 찾는 많은 사람들이 좋아하는 대표적인 메뉴이다.,서울특별시 중구 서애로 26,37.5603956,126.9969204
진고개,한결같은 음식맛을 자랑하는 진고개,2000,02-2267-0955,"갈비찜, 맛집, 문냉면, 보쌈김치, 불고기, 서울중구, 육개장, 음식","40여 년의 전통을 자랑하는 진고개식당은 한결같은 음식맛을 자랑하며 특히 보쌈김치는 밑반찬으로 또는 선물용으로 그 맛이 일품이다. 그밖에 생갈비, 불고기, 어복쟁반, 곱창전골, 냉면, 생대구탕 등 다양한 메뉴가 있으며, 갈비찜과 게장정식도 유명하다.",서울특별시 중구 충무로 19-1,37.5630127,126.9928333
뮤직컴플렉스 서울,"인사동에 뜬 붉은노을, 아날로그 감성과 힙한 감성이 공존하는 곳",2000,02-6954-2939,"7월_발도장이벤트_이달의추천여행지, LP카페, 가볼래터, 뮤직카페, 뮤직컴플렉스서울, 여행구독, 음식, 음악카페, 이색체험, 이색카페, 인사동가볼만한곳","""Red, Retro, Ready go! 인사동에 뜬 붉은 노을, 뮤직 콤플렉스 서울. 아날로그 감성과 힙한 감성이 공존하는 곳. 뮤직 콤플렉스 서울은 국내 최대 규모의 LP 카페로 각 자리마다 개별 턴테이블과 헤드셋이 구비되어 있으며, 2만여 장의 LP 속에서 여러분이 좋아하시는 음악을 직접 디깅 하여 자유롭게 청음 하실 수 있는 공간이다.

* 1인 1음료 주문 시 이용 가능하시며, 음료에 공간 이용료가 포함되어 있다.",서울특별시 종로구 인사동길 49,37.5745514,126.9837955
진주회관,"1962년 개업이래 3대째, 60년 동안 이어온 냉콩국수 전문점",1800,02-753-5388,"김치찌개, 냉콩국수, 맛집, 삼겹살, 서울맛집, 섞어찌개, 수도권, 연중무휴, 음식, 진주회관, 콩국수",진주회관은 서울 중구 시청역 인근에 위치한 국수 전문점으로 40년 전통의 걸쭉하고 진한 냉콩국수로 유명한 집이다. 강원도 일대에서 생산되는 순수 우리나라 토종 황태콩으로만 계약 재배하여 만드는 영양만점의 콩국수이다. 콩국물이 진하고 고소하며 쫀득한 면발과 어우러지며 함께 제공되는 김치는 톡 쏘는 맛이 나며 별미라고 한다. 서울에서 콩국수의 진한 맛을 느끼고 싶다면 이곳을 추천한다.,서울특별시 중구 세종대로11길 26,37.5623833,126.974488
도넛정수,전국 각지의 특산물로 빚어낸 9가지 다채로운 도넛,1800,02-744-5775,"도넛, 선물추천, 음식, 한과, 한국식디저트, 흑임자",한국식 프리미엄 도넛 브랜드 도넛정수는 찹쌀을 기름에 지져 만든 개성의 전통 한과 ''주악''에서 영감을 받아 도넛을 한국적이고 현대적으로 해석하였다. 전국 각지의 특산물로 빚어낸 9가지 다채로운 도넛이 준비되어 있다.,서울특별시 종로구 창신12길 40,37.5782858,127.0108632
더 스팟 패뷸러스,서울 중심의 뉴트로 카페,1800,02-779-1981,"뉴트로카페, 명동카페, 서울_여행지_추천, 서울가볼만한곳, 서울권, 음식",명동 중국대사관 건너편에 자리한 더스팟패뷸러스는 서울의 중심에서 만나는 대표적인 뉴트로 카페다. 1950년대에 지어진 유럽 스타일의 건물은 원래 중국 삼민주의 동맹회관이 자리했던 곳이다. 우리나라가 중국을 공식 정부로 인정하기 전까지 대만 정부와 관련된 활동들이 여기에서 이뤄졌다. 이들이 철수하고 여러 용도로 사용되었던 건물은 최근 카페로 새롭게 단장했다. 높이 솟은 천장과 큼직하게 뚫린 창문 사이로 명동 한복판이라고는 믿기지 않을 초록빛 자연을 눈에 담을 수 있다. 특히 붉은색 중국대사관 대문이 바라보이는 창가는 홍콩 영화의 한 장면처럼 이국적인 분위기를 풍긴다. 여기에 프랑스 유명 제과 학교 출신 베이킹 팀이 만든 수제 디저트까지 맛볼 수 있어 명동의 새로운 명소로 떠올랐다.,서울특별시 중구 명동2길 22,37.5622223,126.9824597
우래옥,평양냉면 초심자도 도전할 수 있는 맛집,1800,02-2265-0151,"가족과함께, 맛집, 미쉐린가이드, 불고기, 을지로, 을지로맛집, 음식, 평양냉면, 평양냉면, 힙지로","을지로에 위치한 우래옥은 미쉐린 가이드 2017, 2020, 2023에 선정된 평양냉면 전문점이다. 대표 메뉴는 평양냉면이다. 1946년부터 시작하여 어르신들이 많이 찾아오는 곳이다. 다른 평양냉면 전문점과 달리 약간의 간을 하여 평양냉면 초심자도 부담 없이 먹을 수 있다.",서울특별시 중구 창경궁로 62-29,37.56819,126.9987367
티테라피,일상에 지친 몸과 마음을 치유하는 티테라피,1700,02-730-7507,"가볼래터, 건강한여행, 남녀노소, 여행구독, 연인과함께, 음식, 종로구, 한방차, 휴식공간, 휴식여행, 휴식하기좋은곳, 힐링여행","서울시 종로구에 위치한 티테라피는 병원에 가야 할 정도로 몸이 아프지는 않지만 늘 불편한 상태인 미병(未病)에 도움이 될 수 있는 곳으로, 어렵게만 느껴지던 한방차를 좀 더 쉽고 특별하게 즐길 수 있는 곳이다. 티테라피의 차는 외국의 허브차처럼 3분 안에 우려내 편하고 가볍게 마실 수 있으며, 맛도 있으면서 건강에도 좋다. 차가 생소한 이들도 재미있게 차를 선택할 수 있는 테스트를 통해 어울리는 차를 추천해준다. 집에서도 티테라피의 차를 똑같이 맛볼 수 있도록 판매도 하고 있다.",서울특별시 종로구 윤보선길 74,37.5791522,126.9835668
연화산,삼선짬뽕이 맛있는 삼성역 중국집 맛집,1700,02-554-1133,"맛집, 문어짬뽕, 서울맛집, 연화산, 음식, 차돌박이짬뽕, 차돌박이짬뽕, 찹쌀탕수육","삼성역 맛집 연화산은 서울시 관광협회지정 모범업소이며 얼큰하고 맛있는 짬뽕이 유명한 곳이다. 화학 조미료 사용을 최소한으로 줄이고 신선한 야채 과일소스로 중국요리의 세련된 맛을 전해 까다로운 미식가들의 입맛을 사로잡고 있다. 특히 문어한마리가 통째로 들어간 문어짬뽕과 신선한 채소와 코코넛 가루가 올려진 눈꽃탕수육은 압도적인 비주얼과 맛으로 사랑받는 이집의 시그니쳐 메뉴이며 그 외에도 차돌박이짬뽕, 쟁반짜장 등이 준비되어 주말 코엑스 방문시 들르기 좋은 맛집으로 추천된다.",서울특별시 강남구 테헤란로92길 11,37.5072846,127.0613778
삼원가든,2021 미쉐린 가이드 서울에 선정된 고급 한식 레스토랑 삼원가든,1700,02-548-3030,"맛집, 분위기_좋은, 불고기, 생갈비, 양념갈비, 육회, 음식","전통 한식 전문점으로 1,200여명을 맞을 수 있는 규모와 음식맛으로 외국 귀빈들에게 입소문이 난 음식점이다. 전통적인 분위기에서 즐기는 야들야들한 갈비살, 불고기의 맛이 훌륭하다. 울창한 숲과 민속적인 조경에서 휴식을 취할 수 있다는 것도 이 곳만의 자랑거리.",서울특별시 강남구 언주로 835,37.5249685,127.0326688
남도분식,특별한 레시피로 만들어 낸 개성있는 분식,1600,02-723-7775,"남도분식, 맛집, 맛집여행, 서울맛집, 음식","남도분식은 지역의 향토음식 젊은 세대의 입맛에 맞게 캐주얼화 하였다. 남도분식만의 특별한 레시피를 이용하여 만든 양념장으로 만든 떡볶이가 대표 메뉴인데, 짜장, 닭고기, 시래기, 곱창, 통오징어 등의 다양한 토핑이 올라가고 있으므로 입맛에 맞게 선택해서 먹으면 된다. 모든 음식과 양념장에는 황태, 양파, 대파, 무 등 갖은 채소로 직접 우린 육수를 사용한다.",서울특별시 종로구 옥인2길 2,37.5809409,126.9669402
세종한우정육점식당 2호점,고기를 즉석에서 썰어 판매하는 정육식당,1600,02-516-3330,"강남한우맛집, 논현동한우, 세종한우, 세종한우정육점식당, 옛날불고기, 음식, 한우소고기보신탕, 한우정육식당","도축한 지 얼마 되지 않은 한우를 공수받아서 정육점처럼 고기를 즉석에서 썰어 판매하는 정육식당이다. 생고기 판매와 더불어 한우옛날불고기, 한우보신탕, 한우차돌된장 등 식사 메뉴와 냉면, 누룽지 등의 후식 메뉴를 판매한다.
식당은 2층으로 규모로 매우 넓으며, 다양한 크기의 룸이 준비되어 있다. 여러 TV 프로그램에 소개되었다.",서울특별시 강남구 학동로 219 (논현동),37.5150479,127.0331376
[백년가게]진미옥설농탕,추위를 날려줄 따뜻한 명품 설렁탕,1500,02-400-2131,"국밥, 남녀노소, 도가니탕, 맛집, 백년가게, 설렁탕, 소머리탕, 송파맛집, 음식, 진미옥, 진미옥설렁탕, 한식, 한식맛집","[중소벤처기업부 2019년도 ''백년가게''로 선정]

초대형 가마솥 3개를 활용하여 끓여낸 진하고 깔끔한 설렁탕 맛으로 인근 지역 주민과 시장 상인들을 단골로 확보하고 있는 곳이다. 뚝배기를 달구고 국물은 보온병에 따로 담아 배달하는 방식으로 ‘따뜻하게 먹는 설렁탕’ 또한 제공하고 있다. 뚝배기에 보글보글 끓여져서 나오는 설렁탕 안에는 고기와 소면 등이 푸짐하게 들어 있어 든든한 식사에 제격이다. 이 외에도 도가니탕, 소머리탕, 꼬리탕 등의 음식을 제공하고 있다. 오픈형 주방 및 인테리어 보수로 고객 신뢰도 확보하기 위해 노력하였으며, 독거 노인 분들에게 설렁탕을 기부하여 구청에서 감사패를 받는 등 지역사회에도 기여하고 있다.",서울특별시 송파구 가락로16길 3-12,37.5011792,127.1092298
두가헌,고풍스러운 멋과 세련된 음식들을 만날 수 있는 곳,1500,02-3210-2100,"두가헌, 레스토랑, 맛집, 문화공간, 서울맛집, 수도권, 스테이크, 스테이크, 연인과함께, 와인, 와인, 음식, 이색적인_맛, 코스요리","삼청동길 초입에 위치한 와인 레스토랑 ‘두가헌’은 갤러리현대 뒷마당에 자리한 새로운 문화공간이다. ‘매우 아름다운 집’이란 의미를 가지고 있는 두가헌에서 그 이름에 맞는 고풍스러운 멋을 느끼실 수 있다. 내부의 현대적인 요소와 잘 어우러진 1910년대의 전통적인 한옥건물에서 서양의 대표적 문화인 와인을 맛볼 수 있다. 예스러움과 세련된 현대 문화가 함께 공존하는 두가헌에서 이색적인 운치를 선보인다. 또한 마주하고 있는 구한말 러시아식 벽돌 건물 ‘Gallery Do Ga Hun’에서는 국내외 다양한 격조 높은 미술작품들을 전시하고 있다. 두가헌은 Wine & Art 란 컨셉으로, 전통 한옥의 공간 속에서 미술문화와 와인이 어우러진 아주 독특한 곳이다.",서울특별시 종로구 삼청로 14,37.5772534,126.9798624
[백년가게]명동칼국수,사골육수를 곁들인 칼국수를 맛볼 수 있는곳,1500,02-777-0075,"떡만두국, 맛집, 백년가게, 보쌈정식, 사골국물, 서울맛집, 왕만두, 음식, 정성가득, 칼국수, 칼국수맛집","서울시 중구 시청역 인근에 위치한 명동칼국수는 칼국수 전문점으로 중소벤처기업부 백년가게로 선정된 바 있다. 이곳은 자가 제면한 쫄깃한 생면에 푹 고아 낸 한우 사골육수를 곁들인 칼국수를 맛볼 수 있고 얇은 피에 푸짐한 속 재료를 가득한 왕만두도 인기다. 겉절이 김치는 신선한 재료로 매일 아침 담가 제공하며, 대표자가 보약이라고 칭하는 진한 사골국물은 그 정성만큼 마음까지 든든하게 채워준다.",서울특별시 중구 을지로 지하 12,37.5665899,126.9982939
[백년가게]하나로회관,2대에 걸쳐 운영되는 한정식 전문점,1500,0507-1402-7451,"곱창전골정식, 맛집, 백년가게, 버섯전골정식가성비_갑, 서울시, 음식, 정성가득, 종로구, 하나로특정식, 하나로한정식, 한정식","[중소벤처기업부 2018년도 ''백년가게''로 선정]
1984년 개업해 2대에 걸쳐 운영되는 한정식 전문점이다. 약 17가지의 요리가 제공되는 ''하나로 한정식''이 대표 메뉴. 저렴하지만 정성스러운 집 밥 메뉴들로 전통을 유지하면서 손님들에게 추억의 맛을 제공한다.

정보제공 : 소상공인협회 (Tel : 042-363-7981)",서울특별시 종로구 인사동5길 25,37.5720865,126.9854332
